custom_id,model,item,framing,sample,order,condition,initial_choice,flipped,status,result_type,stop_reason,letter,choice,model_returned,input_tokens,output_tokens,cost_usd,text
r2-m0-R11-u-s0-wr,claude-opus-4-6,R11,unlabeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,92,4,0.00028,A
r2-m0-R11-u-s1-nr,claude-opus-4-6,R11,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,83,4,0.000258,B
r2-m0-R11-u-s1-wr,claude-opus-4-6,R11,unlabeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,95,4,0.000287,A
r2-m0-R11-u-s2-nr,claude-opus-4-6,R11,unlabeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,81,4,0.000253,A
r2-m0-R11-u-s2-wr,claude-opus-4-6,R11,unlabeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,92,4,0.00028,A
r2-m0-R11-u-s3-nr,claude-opus-4-6,R11,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,83,4,0.000258,B
r2-m0-R11-u-s3-wr,claude-opus-4-6,R11,unlabeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,95,4,0.000287,A
r2-m0-R17-l-s0-nr,claude-opus-4-6,R17,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,95,4,0.000287,A
r2-m0-R17-l-s0-wr,claude-opus-4-6,R17,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,111,4,0.000327,A
r2-m0-R17-l-s1-nr,claude-opus-4-6,R17,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,95,4,0.000287,B
r2-m0-R17-l-s1-wr,claude-opus-4-6,R17,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,111,4,0.000327,B
r2-m0-R17-l-s2-nr,claude-opus-4-6,R17,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,95,4,0.000287,A
r2-m0-R17-l-s2-wr,claude-opus-4-6,R17,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,111,4,0.000327,A
r2-m0-R17-l-s3-nr,claude-opus-4-6,R17,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,95,4,0.000287,B
r2-m0-R17-l-s3-wr,claude-opus-4-6,R17,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,111,4,0.000327,B
r2-m0-R17-u-s0-nr,claude-opus-4-6,R17,unlabeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,80,4,0.00025,B
r2-m0-R17-u-s0-wr,claude-opus-4-6,R17,unlabeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,96,4,0.00029,B
r2-m0-R17-u-s1-nr,claude-opus-4-6,R17,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,80,4,0.00025,B
r2-m0-R17-u-s1-wr,claude-opus-4-6,R17,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,96,4,0.00029,B
r2-m0-R17-u-s2-nr,claude-opus-4-6,R17,unlabeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,80,4,0.00025,B
r2-m0-R17-u-s2-wr,claude-opus-4-6,R17,unlabeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,96,4,0.00029,B
r2-m0-R17-u-s3-nr,claude-opus-4-6,R17,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,80,4,0.00025,B
r2-m0-R17-u-s3-wr,claude-opus-4-6,R17,unlabeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,96,4,0.00029,A
r2-m0-R22-l-s0-nr,claude-opus-4-6,R22,labeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-opus-4-6,100,4,0.0003,B
r2-m0-R22-l-s0-wr,claude-opus-4-6,R22,labeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,109,4,0.000322,A
r2-m0-R22-l-s1-nr,claude-opus-4-6,R22,labeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,100,4,0.0003,B
r2-m0-R22-l-s1-wr,claude-opus-4-6,R22,labeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,109,4,0.000322,B
r2-m0-R22-l-s2-nr,claude-opus-4-6,R22,labeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-opus-4-6,100,4,0.0003,B
r2-m0-R22-l-s2-wr,claude-opus-4-6,R22,labeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,109,4,0.000322,A
r2-m0-R22-l-s3-nr,claude-opus-4-6,R22,labeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,100,4,0.0003,B
r2-m0-R22-l-s3-wr,claude-opus-4-6,R22,labeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,109,4,0.000322,B
r2-m0-R22-u-s0-nr,claude-opus-4-6,R22,unlabeled,0,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,85,4,0.000262,A
r2-m0-R22-u-s0-wr,claude-opus-4-6,R22,unlabeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,94,4,0.000285,A
r2-m0-R22-u-s1-nr,claude-opus-4-6,R22,unlabeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,85,4,0.000262,B
r2-m0-R22-u-s1-wr,claude-opus-4-6,R22,unlabeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,94,4,0.000285,B
r2-m0-R22-u-s2-nr,claude-opus-4-6,R22,unlabeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,85,4,0.000262,A
r2-m0-R22-u-s2-wr,claude-opus-4-6,R22,unlabeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,94,4,0.000285,A
r2-m0-R22-u-s3-nr,claude-opus-4-6,R22,unlabeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,85,4,0.000262,B
r2-m0-R22-u-s3-wr,claude-opus-4-6,R22,unlabeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,94,4,0.000285,B
r2-m0-R36-l-s0-nr,claude-opus-4-6,R36,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,91,4,0.000278,A
r2-m0-R36-l-s0-wr,claude-opus-4-6,R36,labeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,103,4,0.000307,B
r2-m0-R36-l-s1-nr,claude-opus-4-6,R36,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,91,4,0.000278,B
r2-m0-R36-l-s1-wr,claude-opus-4-6,R36,labeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,103,4,0.000307,A
r2-m0-R36-l-s2-nr,claude-opus-4-6,R36,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,91,4,0.000278,A
r2-m0-R36-l-s2-wr,claude-opus-4-6,R36,labeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,103,4,0.000307,B
r2-m0-R36-l-s3-nr,claude-opus-4-6,R36,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,91,4,0.000278,B
r2-m0-R36-l-s3-wr,claude-opus-4-6,R36,labeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,103,4,0.000307,A
r2-m0-R36-u-s0-nr,claude-opus-4-6,R36,unlabeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,76,4,0.00024,B
r2-m0-R36-u-s0-wr,claude-opus-4-6,R36,unlabeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,88,4,0.00027,B
r2-m0-R36-u-s1-nr,claude-opus-4-6,R36,unlabeled,1,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,76,4,0.00024,A
r2-m0-R36-u-s1-wr,claude-opus-4-6,R36,unlabeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,88,4,0.00027,A
r2-m0-R36-u-s2-nr,claude-opus-4-6,R36,unlabeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,76,4,0.00024,B
r2-m0-R36-u-s2-wr,claude-opus-4-6,R36,unlabeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,88,4,0.00027,B
r2-m0-R36-u-s3-nr,claude-opus-4-6,R36,unlabeled,3,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,76,4,0.00024,A
r2-m0-R36-u-s3-wr,claude-opus-4-6,R36,unlabeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,88,4,0.00027,A
r2-m0-R43-l-s0-nr,claude-opus-4-6,R43,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,95,4,0.000287,A
r2-m0-R43-l-s0-wr,claude-opus-4-6,R43,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,107,4,0.000318,A
r2-m0-R43-l-s1-nr,claude-opus-4-6,R43,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,95,4,0.000287,B
r2-m0-R43-l-s1-wr,claude-opus-4-6,R43,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,107,4,0.000318,B
r2-m0-R43-l-s2-nr,claude-opus-4-6,R43,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,95,4,0.000287,A
r2-m0-R43-l-s2-wr,claude-opus-4-6,R43,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,107,4,0.000318,A
r2-m0-R43-l-s3-nr,claude-opus-4-6,R43,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,95,4,0.000287,B
r2-m0-R43-l-s3-wr,claude-opus-4-6,R43,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,107,4,0.000318,B
r2-m0-R43-u-s0-nr,claude-opus-4-6,R43,unlabeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,80,4,0.00025,A
r2-m0-R43-u-s0-wr,claude-opus-4-6,R43,unlabeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,92,4,0.00028,A
r2-m0-R43-u-s1-nr,claude-opus-4-6,R43,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,80,4,0.00025,B
r2-m0-R43-u-s1-wr,claude-opus-4-6,R43,unlabeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,92,4,0.00028,A
r2-m0-R43-u-s2-nr,claude-opus-4-6,R43,unlabeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,80,4,0.00025,A
r2-m0-R43-u-s2-wr,claude-opus-4-6,R43,unlabeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,92,4,0.00028,A
r2-m0-R43-u-s3-nr,claude-opus-4-6,R43,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,80,4,0.00025,B
r2-m0-R43-u-s3-wr,claude-opus-4-6,R43,unlabeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,92,4,0.00028,A
r2-m0-R51-l-s0-nr,claude-opus-4-6,R51,labeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-opus-4-6,100,4,0.0003,B
r2-m0-R51-l-s0-wr,claude-opus-4-6,R51,labeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,112,4,0.00033,A
r2-m0-R51-l-s1-nr,claude-opus-4-6,R51,labeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,100,4,0.0003,B
r2-m0-R51-l-s1-wr,claude-opus-4-6,R51,labeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,112,4,0.00033,B
r2-m0-R51-l-s2-nr,claude-opus-4-6,R51,labeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-opus-4-6,100,4,0.0003,B
r2-m0-R51-l-s2-wr,claude-opus-4-6,R51,labeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,112,4,0.00033,A
r2-m0-R51-l-s3-nr,claude-opus-4-6,R51,labeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,100,4,0.0003,B
r2-m0-R51-l-s3-wr,claude-opus-4-6,R51,labeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,112,4,0.00033,B
r2-m0-R51-u-s0-nr,claude-opus-4-6,R51,unlabeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-opus-4-6,85,4,0.000262,B
r2-m0-R51-u-s0-wr,claude-opus-4-6,R51,unlabeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,97,4,0.000293,A
r2-m0-R51-u-s1-nr,claude-opus-4-6,R51,unlabeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,85,4,0.000262,B
r2-m0-R51-u-s1-wr,claude-opus-4-6,R51,unlabeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,97,4,0.000293,B
r2-m0-R51-u-s2-nr,claude-opus-4-6,R51,unlabeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-opus-4-6,85,4,0.000262,B
r2-m0-R51-u-s2-wr,claude-opus-4-6,R51,unlabeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,97,4,0.000293,A
r2-m0-R51-u-s3-nr,claude-opus-4-6,R51,unlabeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,85,4,0.000262,B
r2-m0-R51-u-s3-wr,claude-opus-4-6,R51,unlabeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,97,4,0.000293,B
r2-m0-R60-l-s0-nr,claude-opus-4-6,R60,labeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-opus-4-6,93,4,0.000282,B
r2-m0-R60-l-s0-wr,claude-opus-4-6,R60,labeled,0,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-opus-4-6,105,4,0.000313,B
r2-m0-R60-l-s1-nr,claude-opus-4-6,R60,labeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,93,4,0.000282,B
r2-m0-R60-l-s1-wr,claude-opus-4-6,R60,labeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,105,4,0.000313,B
r2-m0-R60-l-s2-nr,claude-opus-4-6,R60,labeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-opus-4-6,93,4,0.000282,B
r2-m0-R60-l-s2-wr,claude-opus-4-6,R60,labeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-opus-4-6,105,4,0.000313,B
r2-m0-R60-l-s3-nr,claude-opus-4-6,R60,labeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,93,4,0.000282,B
r2-m0-R60-l-s3-wr,claude-opus-4-6,R60,labeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,105,4,0.000313,B
r2-m0-R60-u-s0-nr,claude-opus-4-6,R60,unlabeled,0,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,78,4,0.000245,A
r2-m0-R60-u-s0-wr,claude-opus-4-6,R60,unlabeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,90,4,0.000275,A
r2-m0-R60-u-s1-nr,claude-opus-4-6,R60,unlabeled,1,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,79,4,0.000247,A
r2-m0-R60-u-s1-wr,claude-opus-4-6,R60,unlabeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,91,4,0.000278,A
r2-m0-R60-u-s2-nr,claude-opus-4-6,R60,unlabeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,78,4,0.000245,A
r2-m0-R60-u-s2-wr,claude-opus-4-6,R60,unlabeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,90,4,0.000275,A
r2-m0-R60-u-s3-nr,claude-opus-4-6,R60,unlabeled,3,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,79,4,0.000247,A
r2-m0-R60-u-s3-wr,claude-opus-4-6,R60,unlabeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,91,4,0.000278,A
r2-m0-R65-l-s0-nr,claude-opus-4-6,R65,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,105,4,0.000313,A
r2-m0-R65-l-s0-wr,claude-opus-4-6,R65,labeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,117,4,0.000342,B
r2-m0-R65-l-s1-nr,claude-opus-4-6,R65,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,105,4,0.000313,B
r2-m0-R65-l-s1-wr,claude-opus-4-6,R65,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,117,4,0.000342,B
r2-m0-R65-l-s2-nr,claude-opus-4-6,R65,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,105,4,0.000313,A
r2-m0-R65-l-s2-wr,claude-opus-4-6,R65,labeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,117,4,0.000342,B
r2-m0-R65-l-s3-nr,claude-opus-4-6,R65,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,105,4,0.000313,B
r2-m0-R65-l-s3-wr,claude-opus-4-6,R65,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,117,4,0.000342,B
r2-m0-R65-u-s0-nr,claude-opus-4-6,R65,unlabeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,90,4,0.000275,B
r2-m0-R65-u-s0-wr,claude-opus-4-6,R65,unlabeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,102,4,0.000305,B
r2-m0-R65-u-s1-nr,claude-opus-4-6,R65,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,90,4,0.000275,B
r2-m0-R65-u-s1-wr,claude-opus-4-6,R65,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,102,4,0.000305,B
r2-m0-R65-u-s2-nr,claude-opus-4-6,R65,unlabeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,90,4,0.000275,B
r2-m0-R65-u-s2-wr,claude-opus-4-6,R65,unlabeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,102,4,0.000305,B
r2-m0-R65-u-s3-nr,claude-opus-4-6,R65,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,90,4,0.000275,B
r2-m0-R65-u-s3-wr,claude-opus-4-6,R65,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,102,4,0.000305,B
r2-m0-R75-l-s0-nr,claude-opus-4-6,R75,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,110,4,0.000325,A
r2-m0-R75-l-s0-wr,claude-opus-4-6,R75,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,123,4,0.000358,A
r2-m0-R75-l-s1-nr,claude-opus-4-6,R75,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,110,4,0.000325,B
r2-m0-R75-l-s1-wr,claude-opus-4-6,R75,labeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,123,4,0.000358,A
r2-m0-R75-l-s2-nr,claude-opus-4-6,R75,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,110,4,0.000325,A
r2-m0-R75-l-s2-wr,claude-opus-4-6,R75,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,123,4,0.000358,A
r2-m0-R75-l-s3-nr,claude-opus-4-6,R75,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,110,4,0.000325,B
r2-m0-R75-l-s3-wr,claude-opus-4-6,R75,labeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,123,4,0.000358,A
r2-m0-R75-u-s0-nr,claude-opus-4-6,R75,unlabeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,95,57,0.00095,A
r2-m0-R75-u-s0-wr,claude-opus-4-6,R75,unlabeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,108,47,0.000857,A
r2-m0-R75-u-s1-nr,claude-opus-4-6,R75,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,95,42,0.000763,B
r2-m0-R75-u-s1-wr,claude-opus-4-6,R75,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,108,4,0.00032,B
r2-m0-R75-u-s2-nr,claude-opus-4-6,R75,unlabeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,95,4,0.000287,A
r2-m0-R75-u-s2-wr,claude-opus-4-6,R75,unlabeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,108,45,0.000833,A
r2-m0-R75-u-s3-nr,claude-opus-4-6,R75,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,95,44,0.000788,B
