custom_id,model,item,framing,sample,order,condition,initial_choice,flipped,status,result_type,stop_reason,letter,choice,model_returned,input_tokens,output_tokens,cost_usd,text
r2-m0-R01-u-s2-nr,claude-fable-5,R01,unlabeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,92,41,0.001485,A
r2-m0-R01-u-s2-wr,claude-fable-5,R01,unlabeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,109,84,0.002645,A
r2-m0-R01-u-s3-nr,claude-fable-5,R01,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,92,35,0.001335,B
r2-m0-R01-u-s3-wr,claude-fable-5,R01,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,109,41,0.00157,B
r2-m0-R05-l-s0-nr,claude-fable-5,R05,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,113,3,0.00064,A
r2-m0-R05-l-s0-wr,claude-fable-5,R05,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,127,46,0.001785,A
r2-m0-R05-l-s1-nr,claude-fable-5,R05,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,113,31,0.00134,B
r2-m0-R05-l-s1-wr,claude-fable-5,R05,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,127,54,0.001985,B
r2-m0-R05-l-s2-nr,claude-fable-5,R05,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,113,3,0.00064,A
r2-m0-R05-l-s2-wr,claude-fable-5,R05,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,127,3,0.00071,A
r2-m0-R05-l-s3-nr,claude-fable-5,R05,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,113,33,0.00139,B
r2-m0-R05-l-s3-wr,claude-fable-5,R05,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,127,60,0.002135,B
r2-m0-R05-u-s0-nr,claude-fable-5,R05,unlabeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,92,35,0.001335,A
r2-m0-R05-u-s0-wr,claude-fable-5,R05,unlabeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,106,60,0.00203,A
r2-m0-R05-u-s1-nr,claude-fable-5,R05,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,92,40,0.00146,B
r2-m0-R05-u-s1-wr,claude-fable-5,R05,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,106,39,0.001505,B
r2-m0-R05-u-s2-nr,claude-fable-5,R05,unlabeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,92,48,0.00166,A
r2-m0-R05-u-s2-wr,claude-fable-5,R05,unlabeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,106,50,0.00178,A
r2-m0-R05-u-s3-nr,claude-fable-5,R05,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,92,31,0.001235,B
r2-m0-R05-u-s3-wr,claude-fable-5,R05,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,106,28,0.00123,B
r2-m0-R07-l-s0-nr,claude-fable-5,R07,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,123,27,0.00129,A
r2-m0-R07-l-s0-wr,claude-fable-5,R07,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,136,46,0.00183,A
r2-m0-R07-l-s1-nr,claude-fable-5,R07,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,123,14,0.000965,B
r2-m0-R07-l-s1-wr,claude-fable-5,R07,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,136,42,0.00173,B
r2-m0-R07-l-s2-nr,claude-fable-5,R07,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,123,42,0.001665,A
r2-m0-R07-l-s2-wr,claude-fable-5,R07,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,136,15,0.001055,A
r2-m0-R07-l-s3-nr,claude-fable-5,R07,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,123,15,0.00099,B
r2-m0-R07-l-s3-wr,claude-fable-5,R07,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,136,53,0.002005,B
r2-m0-R07-u-s0-nr,claude-fable-5,R07,unlabeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,102,35,0.001385,A
r2-m0-R07-u-s0-wr,claude-fable-5,R07,unlabeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,115,78,0.002525,A
r2-m0-R07-u-s1-nr,claude-fable-5,R07,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,102,20,0.00101,B
r2-m0-R07-u-s1-wr,claude-fable-5,R07,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,115,65,0.0022,B
r2-m0-R07-u-s2-nr,claude-fable-5,R07,unlabeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,102,74,0.00236,A
r2-m0-R07-u-s2-wr,claude-fable-5,R07,unlabeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,115,82,0.002625,A
r2-m0-R07-u-s3-nr,claude-fable-5,R07,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,102,55,0.001885,B
r2-m0-R07-u-s3-wr,claude-fable-5,R07,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,115,70,0.002325,B
r2-m0-R09-l-s0-nr,claude-fable-5,R09,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,120,45,0.001725,A
r2-m0-R09-l-s0-wr,claude-fable-5,R09,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,137,25,0.00131,A
r2-m0-R09-l-s1-nr,claude-fable-5,R09,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,120,12,0.0009,B
r2-m0-R09-l-s1-wr,claude-fable-5,R09,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,137,43,0.00176,B
r2-m0-R09-l-s2-nr,claude-fable-5,R09,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,120,19,0.001075,A
r2-m0-R09-l-s2-wr,claude-fable-5,R09,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,137,54,0.002035,A
r2-m0-R09-l-s3-nr,claude-fable-5,R09,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,120,34,0.00145,B
r2-m0-R09-l-s3-wr,claude-fable-5,R09,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,137,43,0.00176,B
r2-m0-R09-u-s0-nr,claude-fable-5,R09,unlabeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,99,45,0.00162,A
r2-m0-R09-u-s0-wr,claude-fable-5,R09,unlabeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,116,73,0.002405,A
r2-m0-R09-u-s1-nr,claude-fable-5,R09,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,99,22,0.001045,B
r2-m0-R09-u-s1-wr,claude-fable-5,R09,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,116,45,0.001705,B
r2-m0-R09-u-s2-nr,claude-fable-5,R09,unlabeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,99,53,0.00182,A
r2-m0-R09-u-s2-wr,claude-fable-5,R09,unlabeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,116,54,0.00193,A
r2-m0-R09-u-s3-nr,claude-fable-5,R09,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,99,44,0.001595,B
r2-m0-R09-u-s3-wr,claude-fable-5,R09,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,116,57,0.002005,B
r2-m0-R10-l-s0-nr,claude-fable-5,R10,labeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,126,11,0.000905,B
r2-m0-R10-l-s0-wr,claude-fable-5,R10,labeled,0,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,141,53,0.00203,B
r2-m0-R10-l-s1-nr,claude-fable-5,R10,labeled,1,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,126,11,0.000905,A
r2-m0-R10-l-s1-wr,claude-fable-5,R10,labeled,1,BA,with_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,141,38,0.001655,A
r2-m0-R10-l-s2-nr,claude-fable-5,R10,labeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,126,42,0.00168,B
r2-m0-R10-l-s2-wr,claude-fable-5,R10,labeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,141,67,0.00238,B
r2-m0-R10-l-s3-nr,claude-fable-5,R10,labeled,3,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,126,15,0.001005,A
r2-m0-R10-l-s3-wr,claude-fable-5,R10,labeled,3,BA,with_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,141,38,0.001655,A
r2-m0-R10-u-s0-nr,claude-fable-5,R10,unlabeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,105,47,0.0017,B
r2-m0-R10-u-s0-wr,claude-fable-5,R10,unlabeled,0,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,120,12,0.0009,B
r2-m0-R10-u-s1-nr,claude-fable-5,R10,unlabeled,1,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,105,49,0.00175,A
r2-m0-R10-u-s1-wr,claude-fable-5,R10,unlabeled,1,BA,with_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,120,51,0.001875,A
r2-m0-R10-u-s2-nr,claude-fable-5,R10,unlabeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,105,16,0.000925,B
r2-m0-R10-u-s2-wr,claude-fable-5,R10,unlabeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,120,12,0.0009,B
r2-m0-R10-u-s3-nr,claude-fable-5,R10,unlabeled,3,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,105,21,0.00105,A
r2-m0-R10-u-s3-wr,claude-fable-5,R10,unlabeled,3,BA,with_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,120,33,0.001425,A
r2-m0-R11-l-s0-nr,claude-fable-5,R11,labeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,119,45,0.00172,B
r2-m0-R11-l-s0-wr,claude-fable-5,R11,labeled,0,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,135,23,0.00125,B
r2-m0-R11-l-s1-nr,claude-fable-5,R11,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,122,12,0.00091,B
r2-m0-R11-l-s1-wr,claude-fable-5,R11,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,142,14,0.00106,B
r2-m0-R11-l-s2-nr,claude-fable-5,R11,labeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,119,43,0.00167,B
r2-m0-R11-l-s2-wr,claude-fable-5,R11,labeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,135,40,0.001675,B
r2-m0-R11-l-s3-nr,claude-fable-5,R11,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,122,14,0.00096,B
r2-m0-R11-l-s3-wr,claude-fable-5,R11,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,142,30,0.00146,B
r2-m0-R11-u-s0-nr,claude-fable-5,R11,unlabeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,98,54,0.00184,B
r2-m0-R11-u-s0-wr,claude-fable-5,R11,unlabeled,0,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,114,48,0.00177,B
r2-m0-R11-u-s1-nr,claude-fable-5,R11,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,101,32,0.001305,B
r2-m0-R11-u-s1-wr,claude-fable-5,R11,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,121,20,0.001105,B
r2-m0-R11-u-s2-nr,claude-fable-5,R11,unlabeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,98,43,0.001565,B
r2-m0-R11-u-s2-wr,claude-fable-5,R11,unlabeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,114,42,0.00162,B
r2-m0-R11-u-s3-nr,claude-fable-5,R11,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,101,22,0.001055,B
r2-m0-R11-u-s3-wr,claude-fable-5,R11,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,121,50,0.001855,B
r2-m0-R12-l-s0-nr,claude-fable-5,R12,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,119,15,0.00097,A
r2-m0-R12-l-s0-wr,claude-fable-5,R12,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,139,14,0.001045,A
r2-m0-R12-l-s1-nr,claude-fable-5,R12,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,119,16,0.000995,B
r2-m0-R12-l-s1-wr,claude-fable-5,R12,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,139,51,0.00197,B
r2-m0-R12-l-s2-nr,claude-fable-5,R12,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,119,12,0.000895,A
r2-m0-R12-l-s2-wr,claude-fable-5,R12,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,139,38,0.001645,A
r2-m0-R12-l-s3-nr,claude-fable-5,R12,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,119,16,0.000995,B
r2-m0-R12-l-s3-wr,claude-fable-5,R12,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,139,43,0.00177,B
r2-m0-R12-u-s0-nr,claude-fable-5,R12,unlabeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,98,35,0.001365,A
r2-m0-R12-u-s0-wr,claude-fable-5,R12,unlabeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,118,11,0.000865,A
r2-m0-R12-u-s1-nr,claude-fable-5,R12,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,98,34,0.00134,B
r2-m0-R12-u-s1-wr,claude-fable-5,R12,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,118,14,0.00094,B
r2-m0-R12-u-s2-nr,claude-fable-5,R12,unlabeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,98,49,0.001715,A
r2-m0-R12-u-s2-wr,claude-fable-5,R12,unlabeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,118,89,0.002815,A
r2-m0-R12-u-s3-nr,claude-fable-5,R12,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,98,22,0.00104,B
r2-m0-R12-u-s3-wr,claude-fable-5,R12,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,118,38,0.00154,B
r2-m0-R13-l-s0-nr,claude-fable-5,R13,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,123,27,0.00129,A
r2-m0-R13-l-s0-wr,claude-fable-5,R13,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,139,34,0.001545,A
r2-m0-R13-l-s1-nr,claude-fable-5,R13,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,123,47,0.00179,B
r2-m0-R13-l-s1-wr,claude-fable-5,R13,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,139,43,0.00177,B
r2-m0-R13-l-s2-nr,claude-fable-5,R13,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,123,21,0.00114,A
r2-m0-R13-l-s2-wr,claude-fable-5,R13,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,139,37,0.00162,A
r2-m0-R13-l-s3-nr,claude-fable-5,R13,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,123,21,0.00114,B
r2-m0-R13-l-s3-wr,claude-fable-5,R13,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,139,56,0.002095,B
r2-m0-R13-u-s0-nr,claude-fable-5,R13,unlabeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,102,39,0.001485,A
r2-m0-R13-u-s0-wr,claude-fable-5,R13,unlabeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,118,12,0.00089,A
r2-m0-R13-u-s1-nr,claude-fable-5,R13,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,102,12,0.00081,B
r2-m0-R13-u-s1-wr,claude-fable-5,R13,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,118,88,0.00279,B
r2-m0-R13-u-s2-nr,claude-fable-5,R13,unlabeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,102,17,0.000935,A
r2-m0-R13-u-s2-wr,claude-fable-5,R13,unlabeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,118,22,0.00114,A
r2-m0-R13-u-s3-nr,claude-fable-5,R13,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,102,12,0.00081,B
r2-m0-R13-u-s3-wr,claude-fable-5,R13,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,118,40,0.00159,B
r2-m0-R14-l-s0-nr,claude-fable-5,R14,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,111,14,0.000905,A
r2-m0-R14-l-s0-wr,claude-fable-5,R14,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,127,17,0.00106,A
r2-m0-R14-l-s1-nr,claude-fable-5,R14,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,111,14,0.000905,B
r2-m0-R14-l-s1-wr,claude-fable-5,R14,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,127,13,0.00096,B
r2-m0-R14-l-s2-nr,claude-fable-5,R14,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,111,14,0.000905,A
r2-m0-R14-l-s2-wr,claude-fable-5,R14,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,127,14,0.000985,A
r2-m0-R14-l-s3-nr,claude-fable-5,R14,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,111,14,0.000905,B
r2-m0-R14-l-s3-wr,claude-fable-5,R14,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,127,15,0.00101,B
r2-m0-R14-u-s0-nr,claude-fable-5,R14,unlabeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,90,12,0.00075,A
r2-m0-R14-u-s0-wr,claude-fable-5,R14,unlabeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,106,37,0.001455,A
r2-m0-R14-u-s1-nr,claude-fable-5,R14,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,90,17,0.000875,B
r2-m0-R14-u-s1-wr,claude-fable-5,R14,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,106,46,0.00168,B
r2-m0-R14-u-s2-nr,claude-fable-5,R14,unlabeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,90,12,0.00075,A
r2-m0-R14-u-s2-wr,claude-fable-5,R14,unlabeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,106,16,0.00093,A
r2-m0-R14-u-s3-nr,claude-fable-5,R14,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,90,11,0.000725,B
r2-m0-R14-u-s3-wr,claude-fable-5,R14,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,106,31,0.001305,B
r2-m0-R15-l-s0-nr,claude-fable-5,R15,labeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,118,45,0.001715,B
r2-m0-R15-l-s0-wr,claude-fable-5,R15,labeled,0,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,133,45,0.00179,B
r2-m0-R15-l-s1-nr,claude-fable-5,R15,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,119,20,0.001095,B
r2-m0-R15-l-s1-wr,claude-fable-5,R15,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,137,40,0.001685,B
r2-m0-R15-l-s2-nr,claude-fable-5,R15,labeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,118,39,0.001565,B
r2-m0-R15-l-s2-wr,claude-fable-5,R15,labeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,133,57,0.00209,B
r2-m0-R15-l-s3-nr,claude-fable-5,R15,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,119,17,0.00102,B
r2-m0-R15-l-s3-wr,claude-fable-5,R15,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,137,16,0.001085,B
r2-m0-R15-u-s0-nr,claude-fable-5,R15,unlabeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,97,42,0.001535,B
r2-m0-R15-u-s0-wr,claude-fable-5,R15,unlabeled,0,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,112,42,0.00161,B
r2-m0-R15-u-s1-nr,claude-fable-5,R15,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,98,36,0.00139,B
r2-m0-R15-u-s1-wr,claude-fable-5,R15,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,116,81,0.002605,B
r2-m0-R15-u-s2-nr,claude-fable-5,R15,unlabeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,97,49,0.00171,B
r2-m0-R15-u-s2-wr,claude-fable-5,R15,unlabeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,112,44,0.00166,B
r2-m0-R15-u-s3-nr,claude-fable-5,R15,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,98,31,0.001265,B
r2-m0-R15-u-s3-wr,claude-fable-5,R15,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,116,81,0.002605,B
r2-m0-R17-l-s0-nr,claude-fable-5,R17,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,113,74,0.002415,A
r2-m0-R17-l-s0-wr,claude-fable-5,R17,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,135,76,0.002575,A
r2-m0-R17-l-s1-nr,claude-fable-5,R17,labeled,1,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,114,41,0.001595,A
r2-m0-R17-l-s1-wr,claude-fable-5,R17,labeled,1,BA,with_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,130,75,0.002525,A
r2-m0-R17-l-s2-nr,claude-fable-5,R17,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,113,21,0.00109,A
r2-m0-R17-l-s2-wr,claude-fable-5,R17,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,135,70,0.002425,A
r2-m0-R17-l-s3-nr,claude-fable-5,R17,labeled,3,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,114,35,0.001445,A
