custom_id,model,item,framing,sample,order,condition,initial_choice,flipped,status,result_type,stop_reason,letter,choice,model_returned,input_tokens,output_tokens,cost_usd,text
r2-m0-Q02-u-s3-nr,claude-sonnet-4-6,Q02,unlabeled,3,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,80,4,0.00015,A
r2-m0-Q02-u-s3-wr,claude-sonnet-4-6,Q02,unlabeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,99,4,0.000179,A
r2-m0-Q06-l-s0-nr,claude-sonnet-4-6,Q06,labeled,0,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,112,4,0.000198,A
r2-m0-Q06-l-s0-wr,claude-sonnet-4-6,Q06,labeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,126,4,0.000219,A
r2-m0-Q06-l-s1-nr,claude-sonnet-4-6,Q06,labeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,112,4,0.000198,B
r2-m0-Q06-l-s1-wr,claude-sonnet-4-6,Q06,labeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,126,4,0.000219,B
r2-m0-Q06-l-s2-nr,claude-sonnet-4-6,Q06,labeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,112,4,0.000198,A
r2-m0-Q06-l-s2-wr,claude-sonnet-4-6,Q06,labeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,126,4,0.000219,A
r2-m0-Q06-l-s3-nr,claude-sonnet-4-6,Q06,labeled,3,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,110,4,0.000195,A
r2-m0-Q06-l-s3-wr,claude-sonnet-4-6,Q06,labeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,126,4,0.000219,A
r2-m0-Q06-u-s0-nr,claude-sonnet-4-6,Q06,unlabeled,0,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,97,4,0.000176,A
r2-m0-Q06-u-s0-wr,claude-sonnet-4-6,Q06,unlabeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,111,4,0.000197,A
r2-m0-Q06-u-s1-nr,claude-sonnet-4-6,Q06,unlabeled,1,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,97,4,0.000176,A
r2-m0-Q06-u-s1-wr,claude-sonnet-4-6,Q06,unlabeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,111,4,0.000197,B
r2-m0-Q06-u-s2-nr,claude-sonnet-4-6,Q06,unlabeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,97,4,0.000176,A
r2-m0-Q06-u-s2-wr,claude-sonnet-4-6,Q06,unlabeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,111,4,0.000197,A
r2-m0-Q06-u-s3-nr,claude-sonnet-4-6,Q06,unlabeled,3,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,97,4,0.000176,A
r2-m0-Q06-u-s3-wr,claude-sonnet-4-6,Q06,unlabeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,111,4,0.000197,B
r2-m0-Q12-l-s0-nr,claude-sonnet-4-6,Q12,labeled,0,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,96,4,0.000174,A
r2-m0-Q12-l-s0-wr,claude-sonnet-4-6,Q12,labeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,111,4,0.000197,A
r2-m0-Q12-l-s1-nr,claude-sonnet-4-6,Q12,labeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,96,4,0.000174,B
r2-m0-Q12-l-s1-wr,claude-sonnet-4-6,Q12,labeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,111,4,0.000197,B
r2-m0-Q12-l-s2-nr,claude-sonnet-4-6,Q12,labeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,96,4,0.000174,A
r2-m0-Q12-l-s2-wr,claude-sonnet-4-6,Q12,labeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,111,4,0.000197,A
r2-m0-Q12-l-s3-nr,claude-sonnet-4-6,Q12,labeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,96,4,0.000174,B
r2-m0-Q12-l-s3-wr,claude-sonnet-4-6,Q12,labeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,111,4,0.000197,B
r2-m0-Q12-u-s0-nr,claude-sonnet-4-6,Q12,unlabeled,0,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,81,4,0.000151,A
r2-m0-Q12-u-s0-wr,claude-sonnet-4-6,Q12,unlabeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,96,4,0.000174,A
r2-m0-Q12-u-s1-nr,claude-sonnet-4-6,Q12,unlabeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,81,4,0.000151,B
r2-m0-Q12-u-s1-wr,claude-sonnet-4-6,Q12,unlabeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,96,4,0.000174,B
r2-m0-Q12-u-s2-nr,claude-sonnet-4-6,Q12,unlabeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,81,4,0.000151,A
r2-m0-Q12-u-s2-wr,claude-sonnet-4-6,Q12,unlabeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,96,4,0.000174,A
r2-m0-Q12-u-s3-nr,claude-sonnet-4-6,Q12,unlabeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,81,4,0.000151,B
r2-m0-Q12-u-s3-wr,claude-sonnet-4-6,Q12,unlabeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,96,4,0.000174,B
r2-m0-Q17-l-s0-nr,claude-sonnet-4-6,Q17,labeled,0,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,108,4,0.000192,A
r2-m0-Q17-l-s0-wr,claude-sonnet-4-6,Q17,labeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,119,4,0.000208,A
r2-m0-Q17-l-s1-nr,claude-sonnet-4-6,Q17,labeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,108,4,0.000192,B
r2-m0-Q17-l-s1-wr,claude-sonnet-4-6,Q17,labeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,119,4,0.000208,B
r2-m0-Q17-l-s2-nr,claude-sonnet-4-6,Q17,labeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,108,4,0.000192,A
r2-m0-Q17-l-s2-wr,claude-sonnet-4-6,Q17,labeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,119,4,0.000208,A
r2-m0-Q17-l-s3-nr,claude-sonnet-4-6,Q17,labeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,108,4,0.000192,B
r2-m0-Q17-l-s3-wr,claude-sonnet-4-6,Q17,labeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,119,4,0.000208,B
r2-m0-Q17-u-s0-nr,claude-sonnet-4-6,Q17,unlabeled,0,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,93,4,0.00017,A
r2-m0-Q17-u-s0-wr,claude-sonnet-4-6,Q17,unlabeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,104,4,0.000186,A
r2-m0-Q17-u-s1-nr,claude-sonnet-4-6,Q17,unlabeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,93,4,0.00017,B
r2-m0-Q17-u-s1-wr,claude-sonnet-4-6,Q17,unlabeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,104,4,0.000186,B
r2-m0-Q17-u-s2-nr,claude-sonnet-4-6,Q17,unlabeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,93,4,0.00017,A
r2-m0-Q17-u-s2-wr,claude-sonnet-4-6,Q17,unlabeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,104,4,0.000186,A
r2-m0-Q17-u-s3-nr,claude-sonnet-4-6,Q17,unlabeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,93,4,0.00017,B
r2-m0-Q17-u-s3-wr,claude-sonnet-4-6,Q17,unlabeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,104,4,0.000186,B
r2-m0-Q21-l-s0-nr,claude-sonnet-4-6,Q21,labeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,89,4,0.000163,B
r2-m0-Q21-l-s0-wr,claude-sonnet-4-6,Q21,labeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,103,4,0.000185,B
r2-m0-Q21-l-s1-nr,claude-sonnet-4-6,Q21,labeled,1,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,89,4,0.000163,A
r2-m0-Q21-l-s1-wr,claude-sonnet-4-6,Q21,labeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,103,4,0.000185,A
r2-m0-Q21-l-s2-nr,claude-sonnet-4-6,Q21,labeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,89,4,0.000163,B
r2-m0-Q21-l-s2-wr,claude-sonnet-4-6,Q21,labeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,103,4,0.000185,B
r2-m0-Q21-l-s3-nr,claude-sonnet-4-6,Q21,labeled,3,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,89,4,0.000163,A
r2-m0-Q21-l-s3-wr,claude-sonnet-4-6,Q21,labeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,103,4,0.000185,A
r2-m0-Q21-u-s0-nr,claude-sonnet-4-6,Q21,unlabeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,74,4,0.000141,B
r2-m0-Q21-u-s0-wr,claude-sonnet-4-6,Q21,unlabeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,88,4,0.000162,B
r2-m0-Q21-u-s1-nr,claude-sonnet-4-6,Q21,unlabeled,1,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,74,4,0.000141,A
r2-m0-Q21-u-s1-wr,claude-sonnet-4-6,Q21,unlabeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,88,4,0.000162,A
r2-m0-Q21-u-s2-nr,claude-sonnet-4-6,Q21,unlabeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,74,4,0.000141,B
r2-m0-Q21-u-s2-wr,claude-sonnet-4-6,Q21,unlabeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,88,4,0.000162,B
r2-m0-Q21-u-s3-nr,claude-sonnet-4-6,Q21,unlabeled,3,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,74,4,0.000141,A
r2-m0-Q21-u-s3-wr,claude-sonnet-4-6,Q21,unlabeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,88,4,0.000162,A
r2-m0-Q26-l-s0-nr,claude-sonnet-4-6,Q26,labeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,104,4,0.000186,B
r2-m0-Q26-l-s0-wr,claude-sonnet-4-6,Q26,labeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,115,4,0.000202,B
r2-m0-Q26-l-s1-nr,claude-sonnet-4-6,Q26,labeled,1,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,104,4,0.000186,A
r2-m0-Q26-l-s1-wr,claude-sonnet-4-6,Q26,labeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,115,4,0.000202,A
r2-m0-Q26-l-s2-nr,claude-sonnet-4-6,Q26,labeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,104,4,0.000186,B
r2-m0-Q26-l-s2-wr,claude-sonnet-4-6,Q26,labeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,115,4,0.000202,B
r2-m0-Q26-l-s3-nr,claude-sonnet-4-6,Q26,labeled,3,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,104,4,0.000186,A
r2-m0-Q26-l-s3-wr,claude-sonnet-4-6,Q26,labeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,115,4,0.000202,A
r2-m0-Q26-u-s0-nr,claude-sonnet-4-6,Q26,unlabeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,89,4,0.000163,B
r2-m0-Q26-u-s0-wr,claude-sonnet-4-6,Q26,unlabeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,100,4,0.00018,B
r2-m0-Q26-u-s1-nr,claude-sonnet-4-6,Q26,unlabeled,1,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,89,4,0.000163,A
r2-m0-Q26-u-s1-wr,claude-sonnet-4-6,Q26,unlabeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,100,4,0.00018,A
r2-m0-Q26-u-s2-nr,claude-sonnet-4-6,Q26,unlabeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,89,4,0.000163,B
r2-m0-Q26-u-s2-wr,claude-sonnet-4-6,Q26,unlabeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,100,4,0.00018,B
r2-m0-Q26-u-s3-nr,claude-sonnet-4-6,Q26,unlabeled,3,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,89,4,0.000163,A
r2-m0-Q26-u-s3-wr,claude-sonnet-4-6,Q26,unlabeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,100,4,0.00018,A
r2-m0-Q31-l-s0-nr,claude-sonnet-4-6,Q31,labeled,0,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,89,4,0.000163,A
r2-m0-Q31-l-s0-wr,claude-sonnet-4-6,Q31,labeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,102,4,0.000183,A
r2-m0-Q31-l-s1-nr,claude-sonnet-4-6,Q31,labeled,1,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,90,4,0.000165,A
r2-m0-Q31-l-s1-wr,claude-sonnet-4-6,Q31,labeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,99,4,0.000179,A
r2-m0-Q31-l-s2-nr,claude-sonnet-4-6,Q31,labeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,89,4,0.000163,A
r2-m0-Q31-l-s2-wr,claude-sonnet-4-6,Q31,labeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,102,4,0.000183,A
r2-m0-Q31-l-s3-nr,claude-sonnet-4-6,Q31,labeled,3,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,90,4,0.000165,A
r2-m0-Q31-l-s3-wr,claude-sonnet-4-6,Q31,labeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,99,4,0.000179,A
r2-m0-Q31-u-s0-nr,claude-sonnet-4-6,Q31,unlabeled,0,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,74,4,0.000141,A
r2-m0-Q31-u-s0-wr,claude-sonnet-4-6,Q31,unlabeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,87,4,0.00016,A
r2-m0-Q31-u-s1-nr,claude-sonnet-4-6,Q31,unlabeled,1,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,75,4,0.000142,A
r2-m0-Q31-u-s1-wr,claude-sonnet-4-6,Q31,unlabeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,84,4,0.000156,A
r2-m0-Q31-u-s2-nr,claude-sonnet-4-6,Q31,unlabeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,74,4,0.000141,A
r2-m0-Q31-u-s2-wr,claude-sonnet-4-6,Q31,unlabeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,87,4,0.00016,A
r2-m0-Q31-u-s3-nr,claude-sonnet-4-6,Q31,unlabeled,3,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,75,4,0.000142,A
r2-m0-Q31-u-s3-wr,claude-sonnet-4-6,Q31,unlabeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,84,4,0.000156,A
r2-m0-Q37-l-s0-nr,claude-sonnet-4-6,Q37,labeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,94,4,0.000171,B
r2-m0-Q37-l-s0-wr,claude-sonnet-4-6,Q37,labeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,103,4,0.000185,B
r2-m0-Q37-l-s1-nr,claude-sonnet-4-6,Q37,labeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,95,4,0.000172,B
r2-m0-Q37-l-s1-wr,claude-sonnet-4-6,Q37,labeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,108,4,0.000192,B
r2-m0-Q37-l-s2-nr,claude-sonnet-4-6,Q37,labeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,94,4,0.000171,B
r2-m0-Q37-l-s2-wr,claude-sonnet-4-6,Q37,labeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,103,4,0.000185,B
r2-m0-Q37-l-s3-nr,claude-sonnet-4-6,Q37,labeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,95,4,0.000172,B
r2-m0-Q37-l-s3-wr,claude-sonnet-4-6,Q37,labeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,108,4,0.000192,B
r2-m0-Q37-u-s0-nr,claude-sonnet-4-6,Q37,unlabeled,0,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,80,4,0.00015,A
r2-m0-Q37-u-s0-wr,claude-sonnet-4-6,Q37,unlabeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,93,4,0.00017,A
r2-m0-Q37-u-s1-nr,claude-sonnet-4-6,Q37,unlabeled,1,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,79,4,0.000149,A
r2-m0-Q37-u-s1-wr,claude-sonnet-4-6,Q37,unlabeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,88,4,0.000162,A
r2-m0-Q37-u-s2-nr,claude-sonnet-4-6,Q37,unlabeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,80,4,0.00015,A
r2-m0-Q37-u-s2-wr,claude-sonnet-4-6,Q37,unlabeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,93,4,0.00017,A
r2-m0-Q37-u-s3-nr,claude-sonnet-4-6,Q37,unlabeled,3,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,79,4,0.000149,A
r2-m0-Q37-u-s3-wr,claude-sonnet-4-6,Q37,unlabeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,88,4,0.000162,A
r2-m0-Q41-l-s0-nr,claude-sonnet-4-6,Q41,labeled,0,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,95,4,0.000172,A
r2-m0-Q41-l-s0-wr,claude-sonnet-4-6,Q41,labeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,108,4,0.000192,A
r2-m0-Q41-l-s1-nr,claude-sonnet-4-6,Q41,labeled,1,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,93,4,0.00017,A
r2-m0-Q41-l-s1-wr,claude-sonnet-4-6,Q41,labeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,100,4,0.00018,A
r2-m0-Q41-l-s2-nr,claude-sonnet-4-6,Q41,labeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,95,4,0.000172,A
r2-m0-Q41-l-s2-wr,claude-sonnet-4-6,Q41,labeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,108,4,0.000192,A
r2-m0-Q41-l-s3-nr,claude-sonnet-4-6,Q41,labeled,3,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,93,4,0.00017,A
r2-m0-Q41-l-s3-wr,claude-sonnet-4-6,Q41,labeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,100,4,0.00018,A
r2-m0-Q41-u-s0-nr,claude-sonnet-4-6,Q41,unlabeled,0,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,80,4,0.00015,A
r2-m0-Q41-u-s0-wr,claude-sonnet-4-6,Q41,unlabeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,93,4,0.00017,A
r2-m0-Q41-u-s1-nr,claude-sonnet-4-6,Q41,unlabeled,1,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,78,4,0.000147,A
r2-m0-Q41-u-s1-wr,claude-sonnet-4-6,Q41,unlabeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,85,4,0.000158,A
r2-m0-Q41-u-s2-nr,claude-sonnet-4-6,Q41,unlabeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,80,4,0.00015,A
r2-m0-Q41-u-s2-wr,claude-sonnet-4-6,Q41,unlabeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,93,4,0.00017,A
r2-m0-Q41-u-s3-nr,claude-sonnet-4-6,Q41,unlabeled,3,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,78,4,0.000147,A
r2-m0-Q41-u-s3-wr,claude-sonnet-4-6,Q41,unlabeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,85,4,0.000158,A
r2-m0-Q45-l-s0-nr,claude-sonnet-4-6,Q45,labeled,0,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,104,4,0.000186,A
r2-m0-Q45-l-s0-wr,claude-sonnet-4-6,Q45,labeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,112,4,0.000198,A
r2-m0-Q45-l-s1-nr,claude-sonnet-4-6,Q45,labeled,1,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,102,4,0.000183,A
r2-m0-Q45-l-s1-wr,claude-sonnet-4-6,Q45,labeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,110,4,0.000195,A
r2-m0-Q45-l-s2-nr,claude-sonnet-4-6,Q45,labeled,2,AB,no_reason,b,1,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,104,4,0.000186,A
