custom_id,model,item,framing,sample,order,condition,initial_choice,flipped,status,result_type,stop_reason,letter,choice,model_returned,input_tokens,output_tokens,cost_usd,text
r2-m0-Q12-u-s2-nr,claude-opus-4-6,Q12,unlabeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-opus-4-6,81,4,0.000253,B
r2-m0-Q12-u-s2-wr,claude-opus-4-6,Q12,unlabeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-opus-4-6,96,4,0.00029,B
r2-m0-Q12-u-s3-nr,claude-opus-4-6,Q12,unlabeled,3,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-opus-4-6,81,4,0.000253,A
r2-m0-Q12-u-s3-wr,claude-opus-4-6,Q12,unlabeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,96,25,0.000553,B
r2-m0-Q17-l-s0-nr,claude-opus-4-6,Q17,labeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,112,4,0.00033,B
r2-m0-Q17-l-s0-wr,claude-opus-4-6,Q17,labeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,127,4,0.000367,B
r2-m0-Q17-l-s1-nr,claude-opus-4-6,Q17,labeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,108,4,0.00032,B
r2-m0-Q17-l-s1-wr,claude-opus-4-6,Q17,labeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,119,4,0.000347,B
r2-m0-Q17-l-s2-nr,claude-opus-4-6,Q17,labeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,112,4,0.00033,B
r2-m0-Q17-l-s2-wr,claude-opus-4-6,Q17,labeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,127,4,0.000367,B
r2-m0-Q17-l-s3-nr,claude-opus-4-6,Q17,labeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,108,4,0.00032,B
r2-m0-Q17-l-s3-wr,claude-opus-4-6,Q17,labeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,119,4,0.000347,B
r2-m0-Q17-u-s0-nr,claude-opus-4-6,Q17,unlabeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,97,4,0.000293,B
r2-m0-Q17-u-s0-wr,claude-opus-4-6,Q17,unlabeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,112,4,0.00033,B
r2-m0-Q17-u-s1-nr,claude-opus-4-6,Q17,unlabeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,93,4,0.000282,B
r2-m0-Q17-u-s1-wr,claude-opus-4-6,Q17,unlabeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,104,4,0.00031,B
r2-m0-Q17-u-s2-nr,claude-opus-4-6,Q17,unlabeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,97,4,0.000293,B
r2-m0-Q17-u-s2-wr,claude-opus-4-6,Q17,unlabeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,112,4,0.00033,B
r2-m0-Q17-u-s3-nr,claude-opus-4-6,Q17,unlabeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,93,4,0.000282,B
r2-m0-Q17-u-s3-wr,claude-opus-4-6,Q17,unlabeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,104,4,0.00031,B
r2-m0-Q21-l-s0-nr,claude-opus-4-6,Q21,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,89,4,0.000273,A
r2-m0-Q21-l-s0-wr,claude-opus-4-6,Q21,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,103,4,0.000307,A
r2-m0-Q21-l-s1-nr,claude-opus-4-6,Q21,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,89,4,0.000273,B
r2-m0-Q21-l-s1-wr,claude-opus-4-6,Q21,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,103,4,0.000307,B
r2-m0-Q21-l-s2-nr,claude-opus-4-6,Q21,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,89,4,0.000273,A
r2-m0-Q21-l-s2-wr,claude-opus-4-6,Q21,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,103,4,0.000307,A
r2-m0-Q21-l-s3-nr,claude-opus-4-6,Q21,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,89,4,0.000273,B
r2-m0-Q21-l-s3-wr,claude-opus-4-6,Q21,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,103,4,0.000307,B
r2-m0-Q21-u-s0-nr,claude-opus-4-6,Q21,unlabeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,74,4,0.000235,A
r2-m0-Q21-u-s0-wr,claude-opus-4-6,Q21,unlabeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,88,4,0.00027,A
r2-m0-Q21-u-s1-nr,claude-opus-4-6,Q21,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,74,4,0.000235,B
r2-m0-Q21-u-s1-wr,claude-opus-4-6,Q21,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,88,4,0.00027,B
r2-m0-Q21-u-s2-nr,claude-opus-4-6,Q21,unlabeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,74,4,0.000235,A
r2-m0-Q21-u-s2-wr,claude-opus-4-6,Q21,unlabeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,88,4,0.00027,A
r2-m0-Q21-u-s3-nr,claude-opus-4-6,Q21,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,74,4,0.000235,B
r2-m0-Q21-u-s3-wr,claude-opus-4-6,Q21,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,88,4,0.00027,B
r2-m0-Q26-l-s0-nr,claude-opus-4-6,Q26,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,104,4,0.00031,A
r2-m0-Q26-l-s0-wr,claude-opus-4-6,Q26,labeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,115,4,0.000338,B
r2-m0-Q26-l-s1-nr,claude-opus-4-6,Q26,labeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,103,4,0.000307,B
r2-m0-Q26-l-s1-wr,claude-opus-4-6,Q26,labeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,116,4,0.00034,B
r2-m0-Q26-l-s2-nr,claude-opus-4-6,Q26,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,104,4,0.00031,A
r2-m0-Q26-l-s2-wr,claude-opus-4-6,Q26,labeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,115,4,0.000338,B
r2-m0-Q26-l-s3-nr,claude-opus-4-6,Q26,labeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,103,4,0.000307,B
r2-m0-Q26-l-s3-wr,claude-opus-4-6,Q26,labeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,116,4,0.00034,B
r2-m0-Q26-u-s0-nr,claude-opus-4-6,Q26,unlabeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,89,4,0.000273,B
r2-m0-Q26-u-s0-wr,claude-opus-4-6,Q26,unlabeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,100,4,0.0003,B
r2-m0-Q26-u-s1-nr,claude-opus-4-6,Q26,unlabeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,88,4,0.00027,B
r2-m0-Q26-u-s1-wr,claude-opus-4-6,Q26,unlabeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,101,4,0.000302,B
r2-m0-Q26-u-s2-nr,claude-opus-4-6,Q26,unlabeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,89,4,0.000273,B
r2-m0-Q26-u-s2-wr,claude-opus-4-6,Q26,unlabeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,100,4,0.0003,B
r2-m0-Q26-u-s3-nr,claude-opus-4-6,Q26,unlabeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,88,4,0.00027,B
r2-m0-Q26-u-s3-wr,claude-opus-4-6,Q26,unlabeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,101,4,0.000302,B
r2-m0-Q31-l-s0-nr,claude-opus-4-6,Q31,labeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,90,4,0.000275,B
r2-m0-Q31-l-s0-wr,claude-opus-4-6,Q31,labeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,99,4,0.000298,B
r2-m0-Q31-l-s1-nr,claude-opus-4-6,Q31,labeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,89,4,0.000273,B
r2-m0-Q31-l-s1-wr,claude-opus-4-6,Q31,labeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,102,4,0.000305,B
r2-m0-Q31-l-s2-nr,claude-opus-4-6,Q31,labeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,90,4,0.000275,B
r2-m0-Q31-l-s2-wr,claude-opus-4-6,Q31,labeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,99,4,0.000298,B
r2-m0-Q31-l-s3-nr,claude-opus-4-6,Q31,labeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,89,4,0.000273,B
r2-m0-Q31-l-s3-wr,claude-opus-4-6,Q31,labeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,102,4,0.000305,B
r2-m0-Q31-u-s0-nr,claude-opus-4-6,Q31,unlabeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,75,4,0.000237,B
r2-m0-Q31-u-s0-wr,claude-opus-4-6,Q31,unlabeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,84,4,0.00026,B
r2-m0-Q31-u-s1-nr,claude-opus-4-6,Q31,unlabeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,74,4,0.000235,B
r2-m0-Q31-u-s1-wr,claude-opus-4-6,Q31,unlabeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,87,4,0.000267,B
r2-m0-Q31-u-s2-nr,claude-opus-4-6,Q31,unlabeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,75,4,0.000237,B
r2-m0-Q31-u-s2-wr,claude-opus-4-6,Q31,unlabeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,84,4,0.00026,B
r2-m0-Q31-u-s3-nr,claude-opus-4-6,Q31,unlabeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,74,4,0.000235,B
r2-m0-Q31-u-s3-wr,claude-opus-4-6,Q31,unlabeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,87,4,0.000267,B
r2-m0-Q37-l-s0-nr,claude-opus-4-6,Q37,labeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,94,4,0.000285,B
r2-m0-Q37-l-s0-wr,claude-opus-4-6,Q37,labeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,103,4,0.000307,B
r2-m0-Q37-l-s1-nr,claude-opus-4-6,Q37,labeled,1,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-opus-4-6,95,4,0.000287,A
r2-m0-Q37-l-s1-wr,claude-opus-4-6,Q37,labeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,108,4,0.00032,B
r2-m0-Q37-l-s2-nr,claude-opus-4-6,Q37,labeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,94,4,0.000285,B
r2-m0-Q37-l-s2-wr,claude-opus-4-6,Q37,labeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,103,4,0.000307,B
r2-m0-Q37-l-s3-nr,claude-opus-4-6,Q37,labeled,3,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-opus-4-6,95,4,0.000287,A
r2-m0-Q37-l-s3-wr,claude-opus-4-6,Q37,labeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,108,4,0.00032,B
r2-m0-Q37-u-s0-nr,claude-opus-4-6,Q37,unlabeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-opus-4-6,80,34,0.000625,B
r2-m0-Q37-u-s0-wr,claude-opus-4-6,Q37,unlabeled,0,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,93,4,0.000282,A
r2-m0-Q37-u-s1-nr,claude-opus-4-6,Q37,unlabeled,1,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-opus-4-6,80,34,0.000625,A
r2-m0-Q37-u-s1-wr,claude-opus-4-6,Q37,unlabeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,93,4,0.000282,B
r2-m0-Q37-u-s2-nr,claude-opus-4-6,Q37,unlabeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-opus-4-6,80,34,0.000625,B
r2-m0-Q37-u-s2-wr,claude-opus-4-6,Q37,unlabeled,2,AB,with_reason,b,1,ok,succeeded,end_turn,A,a,claude-opus-4-6,93,4,0.000282,A
r2-m0-Q37-u-s3-nr,claude-opus-4-6,Q37,unlabeled,3,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-opus-4-6,80,34,0.000625,A
r2-m0-Q37-u-s3-wr,claude-opus-4-6,Q37,unlabeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,93,4,0.000282,B
r2-m0-Q41-l-s0-nr,claude-opus-4-6,Q41,labeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,93,4,0.000282,B
r2-m0-Q41-l-s0-wr,claude-opus-4-6,Q41,labeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,100,4,0.0003,B
r2-m0-Q41-l-s1-nr,claude-opus-4-6,Q41,labeled,1,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,95,4,0.000287,B
r2-m0-Q41-l-s1-wr,claude-opus-4-6,Q41,labeled,1,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,108,4,0.00032,B
r2-m0-Q41-l-s2-nr,claude-opus-4-6,Q41,labeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,93,4,0.000282,B
r2-m0-Q41-l-s2-wr,claude-opus-4-6,Q41,labeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,100,4,0.0003,B
r2-m0-Q41-l-s3-nr,claude-opus-4-6,Q41,labeled,3,BA,no_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,95,4,0.000287,B
r2-m0-Q41-l-s3-wr,claude-opus-4-6,Q41,labeled,3,BA,with_reason,b,1,ok,succeeded,end_turn,B,a,claude-opus-4-6,108,4,0.00032,B
r2-m0-Q41-u-s0-nr,claude-opus-4-6,Q41,unlabeled,0,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,78,4,0.000245,B
r2-m0-Q41-u-s0-wr,claude-opus-4-6,Q41,unlabeled,0,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,85,4,0.000262,B
r2-m0-Q41-u-s1-nr,claude-opus-4-6,Q41,unlabeled,1,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,78,4,0.000245,A
r2-m0-Q41-u-s1-wr,claude-opus-4-6,Q41,unlabeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,85,4,0.000262,A
r2-m0-Q41-u-s2-nr,claude-opus-4-6,Q41,unlabeled,2,AB,no_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,78,4,0.000245,B
r2-m0-Q41-u-s2-wr,claude-opus-4-6,Q41,unlabeled,2,AB,with_reason,a,1,ok,succeeded,end_turn,B,b,claude-opus-4-6,85,4,0.000262,B
r2-m0-Q41-u-s3-nr,claude-opus-4-6,Q41,unlabeled,3,BA,no_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,78,4,0.000245,A
r2-m0-Q41-u-s3-wr,claude-opus-4-6,Q41,unlabeled,3,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-opus-4-6,85,4,0.000262,A
r2-m0-Q45-l-s0-nr,claude-opus-4-6,Q45,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,102,4,0.000305,A
r2-m0-Q45-l-s0-wr,claude-opus-4-6,Q45,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,110,4,0.000325,A
r2-m0-Q45-l-s1-nr,claude-opus-4-6,Q45,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,102,4,0.000305,B
r2-m0-Q45-l-s1-wr,claude-opus-4-6,Q45,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,110,4,0.000325,B
r2-m0-Q45-l-s2-nr,claude-opus-4-6,Q45,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,102,4,0.000305,A
r2-m0-Q45-l-s2-wr,claude-opus-4-6,Q45,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,110,4,0.000325,A
r2-m0-Q45-l-s3-nr,claude-opus-4-6,Q45,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,102,4,0.000305,B
r2-m0-Q45-l-s3-wr,claude-opus-4-6,Q45,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,110,4,0.000325,B
r2-m0-Q45-u-s0-nr,claude-opus-4-6,Q45,unlabeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,87,4,0.000267,A
r2-m0-Q45-u-s0-wr,claude-opus-4-6,Q45,unlabeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-opus-4-6,95,4,0.000287,A
r2-m0-Q45-u-s1-nr,claude-opus-4-6,Q45,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-opus-4-6,87,4,0.000267,B
