custom_id,model,item,framing,sample,order,condition,initial_choice,flipped,status,result_type,stop_reason,letter,choice,model_returned,input_tokens,output_tokens,cost_usd,text
r2-m0-R22-l-s2-wr,claude-fable-5,R22,labeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,144,69,0.002445,B
r2-m0-R22-l-s3-nr,claude-fable-5,R22,labeled,3,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,130,18,0.0011,A
r2-m0-R22-l-s3-wr,claude-fable-5,R22,labeled,3,BA,with_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,144,13,0.001045,A
r2-m0-R22-u-s0-nr,claude-fable-5,R22,unlabeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,109,16,0.000945,B
r2-m0-R22-u-s0-wr,claude-fable-5,R22,unlabeled,0,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,123,16,0.001015,B
r2-m0-R22-u-s1-nr,claude-fable-5,R22,unlabeled,1,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,109,16,0.000945,A
r2-m0-R22-u-s1-wr,claude-fable-5,R22,unlabeled,1,BA,with_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,123,46,0.001765,A
r2-m0-R22-u-s2-nr,claude-fable-5,R22,unlabeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,109,16,0.000945,B
r2-m0-R22-u-s2-wr,claude-fable-5,R22,unlabeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,123,16,0.001015,B
r2-m0-R22-u-s3-nr,claude-fable-5,R22,unlabeled,3,BA,no_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,109,16,0.000945,A
r2-m0-R22-u-s3-wr,claude-fable-5,R22,unlabeled,3,BA,with_reason,b,0,ok,succeeded,end_turn,A,b,claude-fable-5,123,36,0.001515,A
r2-m0-R36-l-s0-nr,claude-fable-5,R36,labeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,111,29,0.00128,B
r2-m0-R36-l-s0-wr,claude-fable-5,R36,labeled,0,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,126,67,0.002305,B
r2-m0-R36-l-s1-nr,claude-fable-5,R36,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,112,25,0.001185,B
r2-m0-R36-l-s1-wr,claude-fable-5,R36,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,127,37,0.00156,B
r2-m0-R36-l-s2-nr,claude-fable-5,R36,labeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,111,31,0.00133,B
r2-m0-R36-l-s2-wr,claude-fable-5,R36,labeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,126,49,0.001855,B
r2-m0-R36-l-s3-nr,claude-fable-5,R36,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,112,33,0.001385,B
r2-m0-R36-l-s3-wr,claude-fable-5,R36,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,127,47,0.00181,B
r2-m0-R36-u-s0-nr,claude-fable-5,R36,unlabeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,91,54,0.001805,A
r2-m0-R36-u-s0-wr,claude-fable-5,R36,unlabeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,106,62,0.00208,A
r2-m0-R36-u-s1-nr,claude-fable-5,R36,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,91,66,0.002105,B
r2-m0-R36-u-s1-wr,claude-fable-5,R36,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,106,71,0.002305,B
r2-m0-R36-u-s2-nr,claude-fable-5,R36,unlabeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,91,65,0.00208,A
r2-m0-R36-u-s2-wr,claude-fable-5,R36,unlabeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,106,83,0.002605,A
r2-m0-R36-u-s3-nr,claude-fable-5,R36,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,91,52,0.001755,B
r2-m0-R36-u-s3-wr,claude-fable-5,R36,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,106,48,0.00173,B
r2-m0-R43-l-s0-nr,claude-fable-5,R43,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,113,46,0.001715,A
r2-m0-R43-l-s0-wr,claude-fable-5,R43,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,130,37,0.001575,A
r2-m0-R43-l-s1-nr,claude-fable-5,R43,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,113,11,0.00084,B
r2-m0-R43-l-s1-wr,claude-fable-5,R43,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,130,44,0.00175,B
r2-m0-R43-l-s2-nr,claude-fable-5,R43,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,113,16,0.000965,A
r2-m0-R43-l-s2-wr,claude-fable-5,R43,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,130,48,0.00185,A
r2-m0-R43-l-s3-nr,claude-fable-5,R43,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,113,38,0.001515,B
r2-m0-R43-l-s3-wr,claude-fable-5,R43,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,130,32,0.00145,B
r2-m0-R43-u-s0-nr,claude-fable-5,R43,unlabeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,92,16,0.00086,A
r2-m0-R43-u-s0-wr,claude-fable-5,R43,unlabeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,109,31,0.00132,A
r2-m0-R43-u-s1-nr,claude-fable-5,R43,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,92,16,0.00086,B
r2-m0-R43-u-s1-wr,claude-fable-5,R43,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,109,16,0.000945,B
r2-m0-R43-u-s2-nr,claude-fable-5,R43,unlabeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,92,16,0.00086,A
r2-m0-R43-u-s2-wr,claude-fable-5,R43,unlabeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,109,32,0.001345,A
r2-m0-R43-u-s3-nr,claude-fable-5,R43,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,92,16,0.00086,B
r2-m0-R43-u-s3-wr,claude-fable-5,R43,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,109,16,0.000945,B
r2-m0-R51-l-s0-nr,claude-fable-5,R51,labeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,123,28,0.001315,B
r2-m0-R51-l-s0-wr,claude-fable-5,R51,labeled,0,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,139,64,0.002295,B
r2-m0-R51-l-s1-nr,claude-fable-5,R51,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,129,13,0.00097,B
r2-m0-R51-l-s1-wr,claude-fable-5,R51,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,143,42,0.001765,B
r2-m0-R51-l-s2-nr,claude-fable-5,R51,labeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,123,36,0.001515,B
r2-m0-R51-l-s2-wr,claude-fable-5,R51,labeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,139,79,0.00267,B
r2-m0-R51-l-s3-nr,claude-fable-5,R51,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,129,15,0.00102,B
r2-m0-R51-l-s3-wr,claude-fable-5,R51,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,143,45,0.00184,B
r2-m0-R51-u-s0-nr,claude-fable-5,R51,unlabeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,102,35,0.001385,B
r2-m0-R51-u-s0-wr,claude-fable-5,R51,unlabeled,0,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,118,64,0.00219,B
r2-m0-R51-u-s1-nr,claude-fable-5,R51,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,108,16,0.00094,B
r2-m0-R51-u-s1-wr,claude-fable-5,R51,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,122,15,0.000985,B
r2-m0-R51-u-s2-nr,claude-fable-5,R51,unlabeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,102,31,0.001285,B
r2-m0-R51-u-s2-wr,claude-fable-5,R51,unlabeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,118,82,0.00264,B
r2-m0-R51-u-s3-nr,claude-fable-5,R51,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,108,16,0.00094,B
r2-m0-R51-u-s3-wr,claude-fable-5,R51,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,122,40,0.00161,B
r2-m0-R60-l-s0-nr,claude-fable-5,R60,labeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,115,11,0.00085,B
r2-m0-R60-l-s0-wr,claude-fable-5,R60,labeled,0,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,128,50,0.00189,B
r2-m0-R60-l-s1-nr,claude-fable-5,R60,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,118,34,0.00144,B
r2-m0-R60-l-s1-wr,claude-fable-5,R60,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,136,25,0.001305,B
r2-m0-R60-l-s2-nr,claude-fable-5,R60,labeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,115,16,0.000975,B
r2-m0-R60-l-s2-wr,claude-fable-5,R60,labeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,128,14,0.00099,B
r2-m0-R60-l-s3-nr,claude-fable-5,R60,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,118,33,0.001415,B
r2-m0-R60-l-s3-wr,claude-fable-5,R60,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,136,52,0.00198,B
r2-m0-R60-u-s0-nr,claude-fable-5,R60,unlabeled,0,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,94,28,0.00117,B
r2-m0-R60-u-s0-wr,claude-fable-5,R60,unlabeled,0,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,107,43,0.00161,B
r2-m0-R60-u-s1-nr,claude-fable-5,R60,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,97,36,0.001385,B
r2-m0-R60-u-s1-wr,claude-fable-5,R60,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,115,77,0.0025,B
r2-m0-R60-u-s2-nr,claude-fable-5,R60,unlabeled,2,AB,no_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,94,33,0.001295,B
r2-m0-R60-u-s2-wr,claude-fable-5,R60,unlabeled,2,AB,with_reason,b,0,ok,succeeded,end_turn,B,b,claude-fable-5,107,46,0.001685,B
r2-m0-R60-u-s3-nr,claude-fable-5,R60,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,97,64,0.002085,B
r2-m0-R60-u-s3-wr,claude-fable-5,R60,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,115,52,0.001875,B
r2-m0-R65-l-s0-nr,claude-fable-5,R65,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,138,28,0.00139,A
r2-m0-R65-l-s0-wr,claude-fable-5,R65,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,153,52,0.002065,A
r2-m0-R65-l-s1-nr,claude-fable-5,R65,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,138,14,0.00104,B
r2-m0-R65-l-s1-wr,claude-fable-5,R65,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,153,74,0.002615,B
r2-m0-R65-l-s2-nr,claude-fable-5,R65,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,138,59,0.002165,A
r2-m0-R65-l-s2-wr,claude-fable-5,R65,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,153,45,0.00189,A
r2-m0-R65-l-s3-nr,claude-fable-5,R65,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,138,25,0.001315,B
r2-m0-R65-l-s3-wr,claude-fable-5,R65,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,153,55,0.00214,B
r2-m0-R65-u-s0-nr,claude-fable-5,R65,unlabeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,117,16,0.000985,A
r2-m0-R65-u-s0-wr,claude-fable-5,R65,unlabeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,132,62,0.00221,A
r2-m0-R65-u-s1-nr,claude-fable-5,R65,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,117,16,0.000985,B
r2-m0-R65-u-s1-wr,claude-fable-5,R65,unlabeled,1,BA,with_reason,a,1,ok,succeeded,end_turn,A,b,claude-fable-5,132,50,0.00191,A
r2-m0-R65-u-s2-nr,claude-fable-5,R65,unlabeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,117,71,0.00236,A
r2-m0-R65-u-s2-wr,claude-fable-5,R65,unlabeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,132,94,0.00301,A
r2-m0-R65-u-s3-nr,claude-fable-5,R65,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,117,53,0.00191,B
r2-m0-R65-u-s3-wr,claude-fable-5,R65,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,132,57,0.002085,B
r2-m0-R75-l-s0-nr,claude-fable-5,R75,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,132,16,0.00106,A
r2-m0-R75-l-s0-wr,claude-fable-5,R75,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,151,57,0.00218,A
r2-m0-R75-l-s1-nr,claude-fable-5,R75,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,132,16,0.00106,B
r2-m0-R75-l-s1-wr,claude-fable-5,R75,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,151,43,0.00183,B
r2-m0-R75-l-s2-nr,claude-fable-5,R75,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,132,37,0.001585,A
r2-m0-R75-l-s2-wr,claude-fable-5,R75,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,151,39,0.00173,A
r2-m0-R75-l-s3-nr,claude-fable-5,R75,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,132,16,0.00106,B
r2-m0-R75-l-s3-wr,claude-fable-5,R75,labeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,151,33,0.00158,B
r2-m0-R75-u-s0-nr,claude-fable-5,R75,unlabeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,111,16,0.000955,A
r2-m0-R75-u-s0-wr,claude-fable-5,R75,unlabeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,130,54,0.002,A
r2-m0-R75-u-s1-nr,claude-fable-5,R75,unlabeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,111,16,0.000955,B
r2-m0-R75-u-s1-wr,claude-fable-5,R75,unlabeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,130,50,0.0019,B
r2-m0-R75-u-s2-nr,claude-fable-5,R75,unlabeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,111,16,0.000955,A
r2-m0-R75-u-s2-wr,claude-fable-5,R75,unlabeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,130,45,0.001775,A
r2-m0-R75-u-s3-nr,claude-fable-5,R75,unlabeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,111,12,0.000855,B
r2-m0-R75-u-s3-wr,claude-fable-5,R75,unlabeled,3,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,130,46,0.0018,B
r2-m0-R86-l-s0-nr,claude-fable-5,R86,labeled,0,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,119,20,0.001095,A
r2-m0-R86-l-s0-wr,claude-fable-5,R86,labeled,0,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,132,16,0.00106,A
r2-m0-R86-l-s1-nr,claude-fable-5,R86,labeled,1,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,119,14,0.000945,B
r2-m0-R86-l-s1-wr,claude-fable-5,R86,labeled,1,BA,with_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,132,35,0.001535,B
r2-m0-R86-l-s2-nr,claude-fable-5,R86,labeled,2,AB,no_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,119,22,0.001145,A
r2-m0-R86-l-s2-wr,claude-fable-5,R86,labeled,2,AB,with_reason,a,0,ok,succeeded,end_turn,A,a,claude-fable-5,132,21,0.001185,A
r2-m0-R86-l-s3-nr,claude-fable-5,R86,labeled,3,BA,no_reason,a,0,ok,succeeded,end_turn,B,a,claude-fable-5,119,31,0.00137,B
