custom_id,model,item,framing,sample,order,status,result_type,stop_reason,letter,choice,model_returned,input_tokens,output_tokens,cost_usd,text
r1-m0-Q15-u-s1,claude-sonnet-4-6,Q15,unlabeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,45,4,9.7e-05,B
r1-m0-Q15-u-s2,claude-sonnet-4-6,Q15,unlabeled,2,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,45,4,9.7e-05,A
r1-m0-Q15-u-s3,claude-sonnet-4-6,Q15,unlabeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,45,4,9.7e-05,B
r1-m0-Q17-l-s0,claude-sonnet-4-6,Q17,labeled,0,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,68,4,0.000132,B
r1-m0-Q17-l-s1,claude-sonnet-4-6,Q17,labeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,68,4,0.000132,B
r1-m0-Q17-l-s2,claude-sonnet-4-6,Q17,labeled,2,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,68,4,0.000132,B
r1-m0-Q17-l-s3,claude-sonnet-4-6,Q17,labeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,68,4,0.000132,B
r1-m0-Q17-u-s0,claude-sonnet-4-6,Q17,unlabeled,0,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,53,4,0.00011,B
r1-m0-Q17-u-s1,claude-sonnet-4-6,Q17,unlabeled,1,BA,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,53,4,0.00011,A
r1-m0-Q17-u-s2,claude-sonnet-4-6,Q17,unlabeled,2,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,53,4,0.00011,B
r1-m0-Q17-u-s3,claude-sonnet-4-6,Q17,unlabeled,3,BA,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,53,4,0.00011,A
r1-m0-Q18-l-s0,claude-sonnet-4-6,Q18,labeled,0,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,67,4,0.000131,B
r1-m0-Q18-l-s1,claude-sonnet-4-6,Q18,labeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,67,4,0.000131,B
r1-m0-Q18-l-s2,claude-sonnet-4-6,Q18,labeled,2,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,67,4,0.000131,B
r1-m0-Q18-l-s3,claude-sonnet-4-6,Q18,labeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,67,4,0.000131,B
r1-m0-Q18-u-s0,claude-sonnet-4-6,Q18,unlabeled,0,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,52,4,0.000108,A
r1-m0-Q18-u-s1,claude-sonnet-4-6,Q18,unlabeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,52,4,0.000108,B
r1-m0-Q18-u-s2,claude-sonnet-4-6,Q18,unlabeled,2,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,52,4,0.000108,A
r1-m0-Q18-u-s3,claude-sonnet-4-6,Q18,unlabeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,52,4,0.000108,B
r1-m0-Q21-l-s0,claude-sonnet-4-6,Q21,labeled,0,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,54,4,0.000111,A
r1-m0-Q21-l-s1,claude-sonnet-4-6,Q21,labeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,54,4,0.000111,B
r1-m0-Q21-l-s2,claude-sonnet-4-6,Q21,labeled,2,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,54,4,0.000111,A
r1-m0-Q21-l-s3,claude-sonnet-4-6,Q21,labeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,54,4,0.000111,B
r1-m0-Q21-u-s0,claude-sonnet-4-6,Q21,unlabeled,0,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,39,4,8.8e-05,A
r1-m0-Q21-u-s1,claude-sonnet-4-6,Q21,unlabeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,39,4,8.8e-05,B
r1-m0-Q21-u-s2,claude-sonnet-4-6,Q21,unlabeled,2,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,39,4,8.8e-05,A
r1-m0-Q21-u-s3,claude-sonnet-4-6,Q21,unlabeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,39,4,8.8e-05,B
r1-m0-Q23-l-s0,claude-sonnet-4-6,Q23,labeled,0,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,63,4,0.000124,A
r1-m0-Q23-l-s1,claude-sonnet-4-6,Q23,labeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,63,4,0.000124,B
r1-m0-Q23-l-s2,claude-sonnet-4-6,Q23,labeled,2,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,63,4,0.000124,A
r1-m0-Q23-l-s3,claude-sonnet-4-6,Q23,labeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,63,4,0.000124,B
r1-m0-Q23-u-s0,claude-sonnet-4-6,Q23,unlabeled,0,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,48,4,0.000102,A
r1-m0-Q23-u-s1,claude-sonnet-4-6,Q23,unlabeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,48,4,0.000102,B
r1-m0-Q23-u-s2,claude-sonnet-4-6,Q23,unlabeled,2,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,48,4,0.000102,A
r1-m0-Q23-u-s3,claude-sonnet-4-6,Q23,unlabeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,48,4,0.000102,B
r1-m0-Q26-l-s0,claude-sonnet-4-6,Q26,labeled,0,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,64,4,0.000126,A
r1-m0-Q26-l-s1,claude-sonnet-4-6,Q26,labeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,64,4,0.000126,B
r1-m0-Q26-l-s2,claude-sonnet-4-6,Q26,labeled,2,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,64,4,0.000126,A
r1-m0-Q26-l-s3,claude-sonnet-4-6,Q26,labeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,64,4,0.000126,B
r1-m0-Q26-u-s0,claude-sonnet-4-6,Q26,unlabeled,0,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,49,4,0.000103,A
r1-m0-Q26-u-s1,claude-sonnet-4-6,Q26,unlabeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,49,4,0.000103,B
r1-m0-Q26-u-s2,claude-sonnet-4-6,Q26,unlabeled,2,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,49,4,0.000103,A
r1-m0-Q26-u-s3,claude-sonnet-4-6,Q26,unlabeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,49,4,0.000103,B
r1-m0-Q29-l-s0,claude-sonnet-4-6,Q29,labeled,0,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,65,4,0.000128,A
r1-m0-Q29-l-s1,claude-sonnet-4-6,Q29,labeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,65,4,0.000128,B
r1-m0-Q29-l-s2,claude-sonnet-4-6,Q29,labeled,2,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,65,4,0.000128,A
r1-m0-Q29-l-s3,claude-sonnet-4-6,Q29,labeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,65,4,0.000128,B
r1-m0-Q29-u-s0,claude-sonnet-4-6,Q29,unlabeled,0,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,50,4,0.000105,A
r1-m0-Q29-u-s1,claude-sonnet-4-6,Q29,unlabeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,50,4,0.000105,B
r1-m0-Q29-u-s2,claude-sonnet-4-6,Q29,unlabeled,2,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,50,4,0.000105,A
r1-m0-Q29-u-s3,claude-sonnet-4-6,Q29,unlabeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,50,4,0.000105,B
r1-m0-Q30-l-s0,claude-sonnet-4-6,Q30,labeled,0,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,62,4,0.000123,B
r1-m0-Q30-l-s1,claude-sonnet-4-6,Q30,labeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,62,4,0.000123,B
r1-m0-Q30-l-s2,claude-sonnet-4-6,Q30,labeled,2,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,62,4,0.000123,B
r1-m0-Q30-l-s3,claude-sonnet-4-6,Q30,labeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,62,4,0.000123,B
r1-m0-Q30-u-s0,claude-sonnet-4-6,Q30,unlabeled,0,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,47,4,0.000101,B
r1-m0-Q30-u-s1,claude-sonnet-4-6,Q30,unlabeled,1,BA,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,47,4,0.000101,A
r1-m0-Q30-u-s2,claude-sonnet-4-6,Q30,unlabeled,2,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,47,4,0.000101,B
r1-m0-Q30-u-s3,claude-sonnet-4-6,Q30,unlabeled,3,BA,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,47,4,0.000101,A
r1-m0-Q31-l-s0,claude-sonnet-4-6,Q31,labeled,0,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,54,4,0.000111,B
r1-m0-Q31-l-s1,claude-sonnet-4-6,Q31,labeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,54,4,0.000111,B
r1-m0-Q31-l-s2,claude-sonnet-4-6,Q31,labeled,2,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,54,4,0.000111,B
r1-m0-Q31-l-s3,claude-sonnet-4-6,Q31,labeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,54,4,0.000111,B
r1-m0-Q31-u-s0,claude-sonnet-4-6,Q31,unlabeled,0,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,39,4,8.8e-05,B
r1-m0-Q31-u-s1,claude-sonnet-4-6,Q31,unlabeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,39,4,8.8e-05,B
r1-m0-Q31-u-s2,claude-sonnet-4-6,Q31,unlabeled,2,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,39,4,8.8e-05,B
r1-m0-Q31-u-s3,claude-sonnet-4-6,Q31,unlabeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,39,4,8.8e-05,B
r1-m0-Q32-l-s0,claude-sonnet-4-6,Q32,labeled,0,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,58,4,0.000117,A
r1-m0-Q32-l-s1,claude-sonnet-4-6,Q32,labeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,58,4,0.000117,B
r1-m0-Q32-l-s2,claude-sonnet-4-6,Q32,labeled,2,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,58,4,0.000117,B
r1-m0-Q32-l-s3,claude-sonnet-4-6,Q32,labeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,58,4,0.000117,B
r1-m0-Q32-u-s0,claude-sonnet-4-6,Q32,unlabeled,0,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,43,4,9.5e-05,A
r1-m0-Q32-u-s1,claude-sonnet-4-6,Q32,unlabeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,43,4,9.5e-05,B
r1-m0-Q32-u-s2,claude-sonnet-4-6,Q32,unlabeled,2,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,43,4,9.5e-05,A
r1-m0-Q32-u-s3,claude-sonnet-4-6,Q32,unlabeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,43,4,9.5e-05,B
r1-m0-Q33-l-s0,claude-sonnet-4-6,Q33,labeled,0,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,57,4,0.000116,B
r1-m0-Q33-l-s1,claude-sonnet-4-6,Q33,labeled,1,BA,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,57,4,0.000116,A
r1-m0-Q33-l-s2,claude-sonnet-4-6,Q33,labeled,2,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,57,4,0.000116,B
r1-m0-Q33-l-s3,claude-sonnet-4-6,Q33,labeled,3,BA,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,57,4,0.000116,A
r1-m0-Q33-u-s0,claude-sonnet-4-6,Q33,unlabeled,0,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,42,4,9.3e-05,B
r1-m0-Q33-u-s1,claude-sonnet-4-6,Q33,unlabeled,1,BA,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,42,4,9.3e-05,A
r1-m0-Q33-u-s2,claude-sonnet-4-6,Q33,unlabeled,2,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,42,4,9.3e-05,B
r1-m0-Q33-u-s3,claude-sonnet-4-6,Q33,unlabeled,3,BA,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,42,4,9.3e-05,A
r1-m0-Q35-l-s0,claude-sonnet-4-6,Q35,labeled,0,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,58,4,0.000117,B
r1-m0-Q35-l-s1,claude-sonnet-4-6,Q35,labeled,1,BA,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,58,4,0.000117,A
r1-m0-Q35-l-s2,claude-sonnet-4-6,Q35,labeled,2,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,58,4,0.000117,B
r1-m0-Q35-l-s3,claude-sonnet-4-6,Q35,labeled,3,BA,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,58,4,0.000117,A
r1-m0-Q35-u-s0,claude-sonnet-4-6,Q35,unlabeled,0,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,43,4,9.5e-05,B
r1-m0-Q35-u-s1,claude-sonnet-4-6,Q35,unlabeled,1,BA,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,43,4,9.5e-05,A
r1-m0-Q35-u-s2,claude-sonnet-4-6,Q35,unlabeled,2,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,43,4,9.5e-05,B
r1-m0-Q35-u-s3,claude-sonnet-4-6,Q35,unlabeled,3,BA,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,43,4,9.5e-05,A
r1-m0-Q37-l-s0,claude-sonnet-4-6,Q37,labeled,0,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,59,4,0.000118,A
r1-m0-Q37-l-s1,claude-sonnet-4-6,Q37,labeled,1,BA,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,59,4,0.000118,A
r1-m0-Q37-l-s2,claude-sonnet-4-6,Q37,labeled,2,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,59,4,0.000118,A
r1-m0-Q37-l-s3,claude-sonnet-4-6,Q37,labeled,3,BA,ok,succeeded,end_turn,A,b,claude-sonnet-4-6,59,4,0.000118,A
r1-m0-Q37-u-s0,claude-sonnet-4-6,Q37,unlabeled,0,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,44,4,9.6e-05,B
r1-m0-Q37-u-s1,claude-sonnet-4-6,Q37,unlabeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,44,4,9.6e-05,B
r1-m0-Q37-u-s2,claude-sonnet-4-6,Q37,unlabeled,2,AB,ok,succeeded,end_turn,B,b,claude-sonnet-4-6,44,4,9.6e-05,B
r1-m0-Q37-u-s3,claude-sonnet-4-6,Q37,unlabeled,3,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,44,4,9.6e-05,B
r1-m0-Q38-l-s0,claude-sonnet-4-6,Q38,labeled,0,AB,ok,succeeded,end_turn,A,a,claude-sonnet-4-6,55,4,0.000112,A
r1-m0-Q38-l-s1,claude-sonnet-4-6,Q38,labeled,1,BA,ok,succeeded,end_turn,B,a,claude-sonnet-4-6,55,4,0.000112,B
